fighter_id,name,elo,fight_count
7691a80e6ca3e55b,Jon Madsen,1040.0231381265748,5
8a59d346dc976a10,Thiago Tavares,1039.9387858816995,18
b102c26727306ab6,Jussier Formiga,1039.9253499824722,16
1c2f2571b18791b6,Laverne Clark,1039.6913918787595,5
c814b4c899793af6,Rafael Fiziev,1039.3706578204008,12
b997be68943010fc,Geoff Neal,1039.2139329922063,14
3591d0d5d382a381,Francis Carmont,1039.0892037328006,9
f53c1f4ceeed8c08,Dustin Ortiz,1038.9374483515303,14
be0b310a12eb80b4,Enrique Barzola,1038.6987444955541,10
1ff9589f9065a9ed,Frank Mir,1038.6700065595062,27
2f732dd9210d301f,Tito Ortiz,1038.3494215776154,27
4d8fa64202cee4c1,Jalin Turner,1038.2314048381725,14
1bcaac2d99b90fce,Sergio Moraes,1038.0540933744926,14
d5f820c11a121050,Aaron Simpson,1037.9971586342776,11
31ef8b67e13495b3,Tecia Pennington,1037.9665930730569,19
b1d19449397541dc,Askar Askarov,1037.5746494461644,5
dd37fd509af89f15,Josh Koscheck,1037.5722093436682,25
d468288756ae3982,Renato Sobral,1037.334439114399,10
b8a85389d115e35a,Jack Shore,1037.1924404534673,9
32ab52e5de93092d,Steve Erceg,1037.1303367539588,8
ab2b4ff41d6ebe0f,Alex Perez,1037.1229910466645,14
99506df1af6c8b3b,John Dodson,1037.1183753291784,17
5444c5a201d3ee5a,Jamahal Hill,1037.0617727839337,11
0d506315895efffc,Sean Pierson,1036.7865852526133,6
33a331684283900f,Eddie Alvarez,1036.4105276055025,8
971246648e162f0d,Chase Hooper,1036.2868603241948,13
85d905f7c4f5a1af,Murilo Bustamante,1036.1549140239326,4
